customer_id,revenue,number_of_orders,recency_days,purchase,zip_code
5212,485.45,10,242,0,22152
5213,52,1,647,0,22003
5214,253.9,6,203,0,19006
5215,158.95,2,240,0,8225
5216,199,1,594,0,8094
5217,320.95,10,244,0,22407
5218,64.85,4,110,0,22192
5219,244.8,6,96,0,22307
5220,320.95,7,145,0,21702
5221,212.45,7,117,0,21044
5222,59,4,692,0,22310
5223,178,4,152,0,22903
5224,65.5,3,378,0,8302
5225,178,4,745,0,19038
5226,554.75,10,486,1,8691
5227,238.95,9,11,0,20175
5228,358,8,159,0,8204
5229,384,2,193,0,20191
5230,79,2,725,0,8221
5231,397.65,11,256,0,20878
5232,44,2,257,0,20191
5233,327.75,8,30,0,21114
5234,44,1,299,0,19020
5235,109,3,240,0,19083
5236,98,2,187,0,20912
5237,821.2,21,294,1,18901
5238,107.45,4,178,0,20832
5239,495.85,11,242,0,22301
5240,269,6,285,0,8085
5241,726.7,32,17,1,20853
5242,249.5,6,287,0,22124
5243,36,1,272,0,23185
5244,389,6,213,0,21234
5245,1686,18,307,0,22207
5246,48,2,214,0,20794
5247,509,14,231,0,21208
5248,148,2,639,0,8016
5249,131,4,477,0,22903
5250,200.9,6,265,1,8757
5251,438.8,15,78,0,8084
5252,0,1,623,0,8753
5253,59,1,310,0,19130
5254,49,1,680,0,19446
5255,293.45,7,404,0,22124
5256,70.95,3,268,0,8054
5257,1354,32,111,1,18940
5258,284.95,5,343,0,8244
5259,857.2,21,54,0,21234
5260,175,1,718,0,21144
5261,510.7,22,179,1,20194
5262,1767.4,36,3,1,21044
5263,73,2,706,0,20705
5264,49,1,588,0,21208
5265,29.95,1,700,0,22701
5266,345,8,255,1,20816
5267,373,2,881,0,21210
5268,147,3,136,0,19027
5269,99,1,27,0,21117
5270,857.85,16,10,0,8003
5271,267,4,597,0,22101
5272,49,2,940,0,20850
5273,44,1,291,0,20136
5274,51,1,300,0,22407
5275,89,2,844,0,21014
5276,0,1,622,0,20720
5277,44,1,257,0,20120
5278,148.5,3,688,0,20815
5279,230.95,7,267,1,22308
5280,39.5,1,762,0,21234
5281,196.5,4,12,0,21042
5282,61.85,3,590,1,21771
5283,916.9,12,177,0,22205
5284,129,1,689,1,22182
5285,134.45,2,460,0,19083
5286,972.15,21,264,0,8724
5287,386.75,12,56,0,18940
5288,370,4,224,0,22306
5289,80,2,46,0,21228
5290,228,2,651,0,19087
5291,99,1,463,0,20783
5292,418,11,94,0,20016
5293,79.95,1,332,0,20904
5294,184,2,87,0,20720
5295,543,13,278,0,22181
5296,847.45,24,21,0,22039
5297,262.5,9,267,0,22192
5298,99,2,621,1,8540
5299,517,11,142,1,21061
5300,88,3,246,1,8055
5301,436.95,11,80,1,20176
5302,157,4,363,0,8757
5303,39.5,1,686,0,20854
5304,73,2,681,0,8205
5305,44,1,701,0,21014
5306,44,1,928,1,8012
5307,71.45,3,909,0,8520
5308,255,4,219,0,8221
5309,29,1,203,0,22203
5310,950.3,23,34,0,8742
5311,240,6,179,1,8619
5312,35,1,622,0,8094
5313,217.95,3,785,0,23229
5314,352,5,264,0,21030
5315,215,2,21,0,22312
5316,1026.5,23,54,1,22203
5317,65.5,2,749,0,23229
5318,131,3,266,0,21797
5319,136.9,6,69,0,8037
5320,67,2,188,0,8033
5321,483.9,10,181,1,20878
5322,483.9,7,784,0,21042
5323,108.5,3,28,0,22032
5324,0,1,625,0,22079
5325,744.35,17,16,0,22182
5326,30.9,2,68,0,21401
5327,1415.5,21,175,1,8330
5328,157,4,264,0,23185
5329,504.2,14,17,0,21012
5330,259.95,4,538,0,19128
5331,163.95,4,395,1,21234
5332,29,1,306,0,22015
5333,69,1,169,0,19446
5334,29.5,1,609,0,7726
5335,40,1,700,0,8002
5336,323.5,7,396,0,20878
5337,238.5,6,158,0,8012
5338,346,6,271,1,21146
5339,61.9,2,475,0,21207
5340,214.5,4,289,0,20191
5341,1010.15,26,241,0,23233
5342,215,7,850,0,21210
5343,30.85,3,171,0,8021
5344,55,1,261,0,8753
5345,114.95,4,73,0,21157
5346,48,1,636,0,22301
5347,564.5,13,9,1,8010
5348,163.5,3,290,0,21042
5349,93,2,911,0,20191
5350,39.5,1,752,0,21014
5351,128,2,106,0,22042
5352,847,2,97,0,21204
5353,43,2,145,0,22027
5354,155,2,22,0,22041
5355,49.5,1,533,0,20854
5356,123.35,5,33,1,21093
5357,630,6,92,0,8055
5358,119,1,639,0,20191
5359,162.95,4,557,0,22901
5360,45,2,35,0,22192
5361,98,2,657,0,21044
5362,0,1,625,0,8742
5363,169,6,726,0,8071
5364,78,2,329,0,22003
5365,64,3,109,0,20854
5366,208,5,186,1,22039
5367,162.5,4,12,1,8054
5368,84,2,741,0,20155
5369,1136.85,23,22,1,21037
5370,589.5,5,288,0,22003
5371,299.4,8,302,1,8302
5372,49.5,1,650,0,20155
5373,27.9,2,248,0,19083
5374,407,14,75,1,20866
5375,39.5,1,761,0,21036
5376,1577.5,28,193,1,19096
5377,453.3,16,40,0,18901
5378,219.5,4,316,0,8002
5379,743.44,15,347,0,21093
5380,0,1,627,0,22407
5381,479.9,10,262,0,8731
5382,17,1,835,0,8046
5383,58,3,209,0,22308
5384,301.15,14,67,0,19067
5385,144.8,4,380,0,22305
5386,69,1,9,0,21014
5387,2077.75,64,40,0,20832
5388,401.95,4,38,0,20112
5389,1267.65,24,19,1,22039
5390,45,1,275,0,18901
5391,1598.35,43,12,0,8610
5392,118,2,90,0,21014
5393,26,1,641,0,21403
5394,590.5,8,278,0,21042
5395,64,2,218,0,22039
5396,93.15,6,12,0,21207
5397,90,3,268,0,20124
5398,108.9,3,506,0,20112
5399,577.59,16,257,0,20158
5400,157.5,3,273,0,22207
5401,35,1,574,0,21042
5402,1037.85,28,12,0,20181
5403,64.35,4,140,0,22407
5404,50,2,29,0,21037
5405,39.5,1,481,0,20817
5406,132,3,129,1,7726
5407,54.9,2,612,0,22407
5408,449.7,16,17,1,18940
5409,1159,15,40,0,23233
5410,1676,27,15,0,21042
5411,1494,23,17,1,21774
5412,29,1,95,0,8520
5413,0,1,78,0,20832
5414,590.95,15,328,0,20902
5415,18.95,1,323,0,23233
5416,204,2,156,0,21032
5417,24,1,849,0,22039
5418,78,2,770,0,20124
5419,112,2,830,0,21093
5420,34,1,923,0,21012
5421,19,1,201,0,21401
5422,17,1,152,0,21771
5423,59,1,67,0,21090
5424,39,1,943,0,8610
5425,349,4,562,0,19446
5426,428.4,11,114,0,21136
5427,680.35,29,81,0,21228
5428,69,1,294,0,8701
5429,170.5,2,657,1,21701
5430,184.95,2,307,0,22153
5431,35,1,586,0,20882
5432,127,3,263,0,8005
5433,57,2,861,0,21771
5434,99,1,643,0,8057
5435,139.5,5,686,1,8873
5436,174,3,267,0,20832
5437,193.4,4,551,0,22015
5438,1864.7,57,23,1,7728
5439,177.75,6,303,0,22202
5440,597,15,28,0,8360
5441,47.95,2,276,0,21131
5442,249,5,622,0,21401
5443,29.5,1,271,0,21702
5444,431.5,10,329,0,21227
5445,44,1,651,0,21702
5446,393.5,12,241,1,22310
5447,24,1,271,0,23229
5448,448,14,346,0,20853
5449,583.95,12,98,0,20879
5450,131.85,5,425,0,22046
5451,426.3,10,122,1,22901
5452,998.2,24,64,0,22308
5453,650.85,23,251,0,19087
5454,489.5,17,119,0,8077
5455,97,3,658,0,21146
5456,1782.5,19,103,1,21060
5457,34,1,439,0,8003
5458,241.5,5,205,0,8106
5459,284,8,520,0,21117
5460,49.5,1,614,0,22201
5461,205.85,5,762,0,21403
5462,66,1,144,0,18940
5463,418.3,13,85,0,19047
5464,24,1,291,0,19002
5465,372.25,11,183,0,20164
5466,77.9,4,10,0,19154
5467,268.5,7,280,0,22311
5468,35,1,641,0,20902
5469,415.45,14,47,1,21403
5470,624.69,16,18,0,20854
5471,115.5,3,266,0,21093
5472,166,7,301,0,21133
5473,163,2,223,0,21117
5474,744,9,268,0,18901
5475,209,9,183,0,21136
5476,88.95,2,645,0,21212
5477,206,6,449,0,8003
5478,608.35,16,282,0,8690
5479,168,3,273,0,20175
5480,29,1,266,0,21060
5481,17,1,928,0,19002
5482,346,8,107,0,20024
5483,152,4,260,0,21037
5484,35,1,394,1,21209
5485,91,2,620,0,8080
5486,0,1,254,0,21797
5487,1535.15,31,64,1,20705
5488,326.5,6,41,0,20854
5489,14.95,1,447,0,20854
5490,444,11,866,0,19027
5491,224,2,718,0,8554
5492,316.95,6,557,0,19038
5493,199,2,492,0,19004
5494,0,1,257,0,22308
5495,836.55,21,3,1,8724
5496,494,10,629,0,21015
5497,1175.2,37,7,0,22611
5498,642.95,13,611,0,23229
5499,317,6,17,0,19067
5500,132.5,3,206,0,18901
5501,596.55,17,68,1,8057
5502,191,3,770,1,20176
5503,114.95,3,610,0,21042
5504,84.5,4,11,0,20901
5505,197.45,6,101,0,21286
5506,262,7,528,0,20141
5507,45,1,393,0,20191
5508,253.9,4,126,0,20112
5509,36,2,380,0,22030
5510,232.5,5,280,0,8057
5511,570.7,17,82,1,8055
5512,63,2,347,0,8816
5513,746.45,12,300,0,20852
5514,56,2,580,0,20112
5515,130,3,100,0,22030
5516,101.9,4,371,0,22301
5517,186.85,5,219,0,8088
5518,221.35,9,41,1,21108
5519,564,14,107,1,20901
5520,209.5,6,281,1,8721
5521,545,5,6,1,20715
5522,917.7,18,249,0,8034
5523,127,2,203,0,8816
5524,39,1,662,0,22033
5525,179.5,4,81,0,8022
5526,170.95,6,608,0,22312
5527,265.65,7,128,1,8318
5528,171.5,2,222,0,20817
5529,69,2,872,0,20187
5530,465.5,13,262,0,19128
5531,317,6,20,0,20187
5532,1439.3,45,133,0,8054
5533,573.5,16,225,0,19027
5534,387,4,276,0,8244
5535,674,10,114,1,20905
5536,462.7,13,75,0,21044
5537,119,1,936,0,18940
5538,139,7,12,0,21014
5539,25,1,922,0,19010
5540,623,4,739,0,22207
5541,2697,70,2,1,22101
5542,116,2,558,0,8234
5543,228.5,5,154,0,19038
5544,69,1,669,0,19083
5545,29.5,1,205,0,21046
5546,488.35,13,45,0,21158
5547,914.1,21,67,0,22193
5548,1388.85,32,4,1,20016
5549,30,1,303,1,22205
5550,198,2,244,0,8221
5551,2434.35,77,57,0,20850
5552,711.5,15,31,0,8055
5553,165,3,276,0,8721
5554,73,2,205,0,22206
5555,24.95,1,606,0,7728
5556,258.7,6,229,0,22602
5557,56,1,603,0,8540
5558,229.5,8,37,0,22102
5559,470.73,19,33,1,21029
5560,345,8,45,0,22314
5561,0,1,630,0,8043
5562,147.95,5,208,0,23185
5563,118,2,970,0,8527
5564,59.9,1,42,0,21204
5565,2429.05,63,28,0,22079
5566,639.95,11,187,0,19067
5567,74,2,283,0,22310
5568,359.5,11,11,0,8057
5569,819,12,127,0,20002
5570,49,1,368,0,21401
5571,1175.95,18,68,0,20176
5572,253.5,5,265,0,8731
5573,1561.05,30,40,1,20817
5574,44,1,245,0,21015
5575,936.6,20,62,0,20852
5576,44,1,705,0,19027
5577,129,4,24,1,8003
5578,327.6,16,2,1,21042
5579,177,4,207,0,20016
5580,403,3,940,0,22151
5581,0,1,485,0,22201
5582,121,3,631,0,8318
5583,281,5,198,0,21784
5584,59,1,268,0,21403
5585,939,9,176,1,18966
5586,209,3,223,0,19010
5587,39.5,1,724,0,21136
5588,1782.5,39,160,1,19128
5589,289,8,2,0,22039
5590,387.5,8,122,0,21209
5591,92.95,3,646,1,20110
5592,172,3,271,0,24060
5593,378.65,17,266,0,8071
5594,34,1,294,0,8021
5595,58,2,922,0,20008
5596,909.4,23,17,1,22015
5597,2206.45,46,92,1,20120
5598,151,5,4,0,21229
5599,69,1,29,0,20882
5600,103.5,3,645,0,22101
5601,296.5,6,506,0,22033
5602,1018.6,34,70,0,21093
5603,247.95,6,469,0,22192
5604,106,2,112,0,22015
5605,182.5,7,22,0,23233
5606,15,1,25,0,8360
5607,495,6,222,1,22101
5608,160,4,611,0,20723
5609,137.5,4,11,0,8005
5610,419.79,18,20,1,8054
5611,39.5,1,627,0,8332
5612,203,7,555,0,20003
5613,132.5,4,214,0,8332
5614,835.9,18,178,0,20901
5615,103.9,5,78,0,22015
5616,102,5,318,0,20912
5617,1039.05,33,54,1,20165
5618,198,4,346,1,21236
5619,59,1,649,0,19067
5620,203.5,4,298,0,8033
5621,16.95,1,938,0,20817
5622,449,8,2,0,20120
5623,50.95,2,534,0,21204
5624,962,10,19,0,20170
5625,92.95,3,473,0,18940
5626,560.75,14,252,0,22102
5627,39.5,2,349,0,20815
5628,44,1,287,0,22201
5629,108,2,182,0,22204
5630,78,1,219,0,20853
5631,114,2,644,0,20155
5632,44.95,2,818,1,8223
5633,381.8,6,31,0,22182
5634,2221.6,28,34,1,21210
5635,244,5,271,0,21784
5636,118,2,360,0,20815
5637,175.45,8,247,0,21014
5638,574,7,206,0,8034
5639,310,11,96,0,21244
5640,407.5,15,55,0,18901
5641,530.45,13,191,1,8619
5642,158.9,3,381,0,21234
5643,798.99,8,649,0,21701
5644,2140.49,64,35,0,20854
5645,66.5,3,276,0,22030
5646,98,2,182,0,8098
5647,69,1,653,0,22150
5648,1456,31,233,0,21204
5649,65,1,956,0,20854
5650,759.3,22,47,1,22180
5651,172,4,624,0,7726
5652,218.95,6,531,0,20171
5653,96,2,273,0,8402
5654,69,1,657,0,8109
5655,755.6,20,100,0,19119
5656,537.1,15,70,1,21014
5657,296.3,15,266,0,20136
5658,388,5,5,0,22304
5659,1669.5,27,109,1,22031
5660,433.5,11,542,1,20176
5661,467,14,224,0,22039
5662,598,9,7,1,19053
5663,66.5,2,645,1,21157
5664,405.9,8,613,0,22031
5665,220,4,253,0,8540
5666,279,3,204,0,20016
5667,34,2,508,1,8620
5668,1034.95,16,176,0,22030
5669,759.1,27,69,0,21401
5670,168,2,305,0,8034
5671,345.95,3,103,0,22911
5672,615,3,564,0,22066
5673,197,2,259,1,20816
5674,59,2,264,0,19053
5675,277.5,3,256,0,22180
5676,437.5,10,91,0,21234
5677,632,8,156,0,20015
5678,357,7,258,0,22308
5679,76.95,3,45,1,20007
5680,129.5,5,369,0,19010
5681,33.9,2,565,0,8088
5682,1802.2,45,66,1,8520
5683,39,1,960,0,8540
5684,102.5,4,424,0,21042
5685,454,10,193,1,8053
5686,345.75,10,234,1,21158
5687,269.85,8,208,0,8628
5688,137.5,4,13,0,22044
5689,491,6,265,0,8620
5690,307,7,629,0,21204
5691,949.45,25,65,0,19130
5692,767.65,22,266,0,20008
5693,169.85,5,384,0,20170
5694,30,1,636,0,20815
5695,80.5,2,273,0,21234
5696,205,5,346,0,22032
5697,1010.45,25,423,0,20171
5698,437,13,42,1,8691
5699,131,3,192,0,20707
5700,544.05,18,16,1,21157
5701,299,7,471,1,22911
5702,316.5,7,238,0,20169
5703,39.5,1,257,0,20110
5704,695.95,18,243,0,21401
5705,128,6,7,0,21228
5706,1022.4,20,186,1,7728
5707,46,2,292,0,8205
5708,219,5,238,0,22301
5709,127.5,4,229,0,21074
5710,94.5,3,530,0,21042
5711,48,1,270,0,8003
5712,194.95,8,839,1,8757
5713,83.9,2,412,1,8077
5714,49,1,10,0,18940
5715,39,1,299,0,20175
5716,355.5,7,7,0,21146
5717,411,11,32,0,8204
5718,1496.65,32,28,1,8873
5719,72,2,494,0,19067
5720,78,2,467,0,21136
5721,944.7,19,552,0,20815
5722,430.8,12,433,0,22213
5723,927.8,16,163,1,21146
5724,441,10,227,0,22204
5725,28,1,209,0,8003
5726,78,2,258,0,8022
5727,179,1,664,0,22204
5728,104.5,5,270,1,8724
5729,958.85,20,106,0,21701
5730,248.8,8,196,0,24060
5731,0,1,467,1,22027
5732,104.45,2,967,0,24060
5733,2325.55,72,70,1,8550
5734,112.5,4,260,1,22124
5735,213.9,6,184,0,21228
5736,757.25,27,92,1,21771
5737,2579.4,64,23,1,23233
5738,118,3,12,0,21048
5739,417,6,270,0,19087
5740,281.5,4,265,0,19446
5741,119,2,629,1,22206
5742,427.95,13,56,0,20853
5743,55,2,713,0,20874
5744,1196,28,64,1,22407
5745,69,1,51,0,22209
5746,157.5,6,12,0,20008
5747,237.85,6,125,1,22015
5748,1992.85,53,57,1,19038
5749,103.8,4,922,0,22309
5750,879,24,209,0,8691
5751,54.95,2,320,0,20723
5752,101.25,4,106,1,20723
5753,339.45,8,252,0,21401
5754,45,2,223,0,20037
5755,2112.45,50,7,1,20124
5756,494.4,10,784,0,18901
5757,362.5,10,47,0,8090
5758,0,1,801,0,21163
5759,58.5,3,410,0,22602
5760,177.5,5,264,0,21403
5761,23.5,1,276,0,20817
5762,40,1,97,0,20136
5763,2405,46,22,1,8540
5764,24,1,792,0,21771
5765,32,1,629,0,21230
5766,29,1,265,0,22066
5767,177.25,9,137,0,21204
5768,134,2,4,0,20171
5769,0,1,18,0,8002
5770,44,1,268,0,8022
5771,1043.5,26,1,1,19020
5772,1393.45,47,30,0,21230
5773,49,1,836,0,20759
5774,121.65,9,247,0,21014
5775,56.5,3,264,0,20832
5776,321.85,9,476,0,23233
5777,374.4,7,41,1,8234
5778,820.15,19,30,0,8755
5779,193.85,5,430,0,23233
5780,29.5,1,144,0,22181
5781,79,2,703,0,21797
5782,366.5,10,77,0,21054
5783,0,1,629,0,8691
5784,49.5,1,257,0,22309
5785,170,2,235,0,21234
5786,290,7,110,0,22046
5787,109,2,696,0,20002
5788,162.45,4,270,0,20186
5789,49.5,1,265,0,8753
5790,413,8,266,1,21401
5791,31,1,264,0,8759
5792,98,2,701,0,20191
5793,75,1,270,0,19128
5794,451.5,7,90,0,20147
5795,1120.85,19,432,0,8226
5796,307.5,7,627,0,19111
5797,44,1,4,1,22046
5798,307,6,70,1,22192
5799,349.95,4,337,0,8534
5800,333.5,9,123,0,8004
5801,51,1,637,0,21144
5802,1297.25,28,217,0,20901
5803,347,7,384,0,23229
5804,263,9,304,0,21136
5805,597.5,7,281,0,22611
5806,119,4,92,0,8096
5807,642.3,15,12,1,8360
5808,34,2,707,0,20817
5809,125.45,3,265,0,8648
5810,74,1,266,0,22066
5811,494.5,14,36,1,21210
5812,69,1,970,0,22033
5813,464.5,10,276,0,19038
5814,543.8,16,391,0,8302
5815,195,4,143,0,20181
5816,722.95,14,33,0,22039
5817,183.9,6,68,0,8757
5818,1636.65,52,25,1,22032
5819,232.4,9,631,0,21114
5820,69,1,962,0,19067
5821,2375.45,49,163,0,19010
5822,250.95,6,85,1,21014
5823,131.45,3,104,0,20817
5824,103,3,562,0,21114
5825,12,1,45,0,21122
5826,225.4,5,408,0,20016
5827,649,9,148,0,22903
5828,103,2,704,0,8520
5829,2605.35,75,13,1,20112
5830,199.95,3,726,0,21015
5831,101,3,137,0,20854
5832,403.5,16,236,1,21204
5833,2024.8,77,35,0,21044
5834,399.25,17,131,1,20817
5835,616.75,17,80,0,22015
5836,24,1,51,0,21122
5837,954.45,15,95,1,20186
5838,732,12,100,0,21054
5839,334.45,7,123,0,8318
5840,303.45,8,174,1,20180
5841,1042,29,45,1,20901
5842,113.95,3,157,0,21136
5843,171,6,846,0,20832
5844,154,2,211,0,19010
5845,194.5,12,824,0,21158
5846,134,2,646,0,19010
5847,651.95,10,210,0,21401
5848,855.95,21,69,1,8619
5849,49.95,2,318,0,21014
5850,10,1,268,0,8648
5851,19,1,969,0,20817
5852,29.5,1,273,0,22191
5853,39,1,674,0,21093
5854,89.9,4,414,0,23185
5855,85,2,6,0,20853
5856,93.5,2,641,1,19128
5857,98,2,629,0,22003
5858,249,7,72,1,8075
5859,1260.25,33,57,0,8055
5860,1232.4,24,114,0,20024
5861,39.5,2,40,0,21014
5862,509.9,12,179,0,21771
5863,59,2,632,0,8005
5864,34,3,97,0,22207
5865,116,3,224,0,20007
5866,348,8,193,0,22181
5867,204.5,4,6,0,8816
5868,23,1,51,0,22191
5869,21,3,710,0,19038
5870,113.5,3,282,0,21044
5871,458,11,183,0,23185
5872,646,7,235,0,22901
5873,99.5,3,300,0,22602
5874,59,1,759,0,23185
5875,1209.4,42,25,1,22102
5876,39,2,771,0,22102
5877,984.35,23,206,0,21204
5878,183.6,11,44,0,22102
5879,98.95,2,791,0,20723
5880,22,1,261,0,19027
5881,119,2,280,0,23233
5882,79,1,774,0,22030
5883,581.4,18,67,0,22301
5884,295,7,261,1,22309
5885,134,3,259,0,21204
5886,87,3,741,0,24060
5887,141,2,364,0,21236
5888,470,5,308,1,20850
5889,317,3,350,0,20194
5890,1418.7,33,85,0,23233
5891,861.95,16,28,1,20904
5892,276,4,263,0,19083
5893,39.5,2,372,0,8534
5894,339.85,5,11,1,8540
5895,148,3,289,0,22003
5896,722.8,7,319,0,19087
5897,25,1,836,0,20166
5898,388.3,14,276,1,8318
5899,18,1,187,0,8721
5900,495.5,12,89,0,22152
5901,142.5,7,17,0,21158
5902,400.85,7,319,0,22015
5903,29,1,642,0,8002
5904,696.3,13,32,1,21234
5905,19.95,1,266,1,21158
5906,22.5,1,921,0,22039
5907,686,4,256,0,8055
5908,46.95,1,212,0,8053
5909,954.3,27,8,1,20814
5910,1425.35,27,121,1,22182
5911,1347.95,33,248,0,21204
5912,51,2,269,0,20740
5913,58.5,2,965,0,8201
5914,99.5,2,30,0,20854
5915,179.7,9,71,1,22180
5916,367.4,10,290,0,8753
5917,31,1,642,0,21227
5918,492.45,13,286,0,21146
5919,0,1,509,0,19116
5920,63.95,2,794,0,8204
5921,141,4,484,0,21146
5922,489.1,19,23,1,19046
5923,235.45,8,1,0,20910
5924,160,3,271,0,8055
5925,142,4,156,0,20904
5926,1014.4,39,252,0,20815
5927,289.25,9,63,1,21030
5928,57.5,2,41,0,8088
5929,221.75,8,31,0,21012
5930,1133,27,134,0,20912
5931,1107.3,31,59,1,21060
5932,679.95,15,21,0,8094
5933,45,1,620,0,19114
5934,132,3,292,0,19111
5935,197,3,30,1,8057
5936,693.9,14,84,1,22043
5937,19.95,1,62,0,20853
5938,1141.75,25,130,0,20861
5939,77.5,3,647,0,8021
5940,1114.75,27,61,0,18901
5941,42,2,633,0,20815
5942,147,5,271,0,23185
5943,137.45,3,311,0,22046
5944,141,2,652,0,22301
5945,152.5,3,193,0,23229
5946,412.5,3,259,0,8205
5947,677.85,9,128,0,20853
5948,267.45,6,244,0,21136
5949,64,2,187,0,21701
5950,135.25,4,11,1,22405
5951,325.95,4,273,0,20906
5952,69,2,266,0,21044
5953,1518.75,23,48,0,20007
5954,584.5,14,3,0,20854
5955,158,3,12,0,20895
5956,24.95,1,965,0,20901
5957,1481.3,18,76,0,23185
5958,195.95,7,15,0,22601
5959,250.95,7,209,0,20740
5960,144.4,5,425,0,19149
5961,79,1,531,1,21204
5962,197,3,629,0,18901
5963,2483.55,74,16,1,22032
5964,37.5,2,42,0,8755
5965,615,3,631,0,22205
5966,833,23,89,0,8022
5967,1171.25,27,189,0,20120
5968,119,1,847,0,20720
5969,119,1,3,1,20112
5970,203,2,70,0,22193
5971,99,2,294,0,22066
5972,50,1,371,0,21157
5973,148.5,2,150,0,8053
5974,252,7,23,0,19038
5975,149,1,971,0,8085
5976,1106.9,19,107,1,21044
5977,570.2,19,41,0,20814
5978,69.95,1,247,0,20175
5979,29,1,208,0,8043
5980,564.25,20,22,1,22101
5981,191,5,266,0,19446
5982,0,1,627,0,18940
5983,208.15,7,958,0,22308
5984,148.9,3,264,0,21093
5985,103.4,4,769,0,23233
5986,29,1,90,0,8402
5987,2573.75,18,175,0,22102
5988,79.25,2,646,0,8078
5989,376.5,12,19,0,21108
5990,29,1,261,0,22911
5991,989.2,23,184,0,22601
5992,152.5,3,273,1,21122
5993,32,1,349,0,20175
5994,333,9,546,0,22903
5995,552.95,14,267,0,8046
5996,49.5,1,257,0,23233
5997,7871.4,98,22,1,20037
5998,441,8,173,0,22207
5999,645.95,15,17,0,8225
6000,59,2,267,0,22304
6001,872.95,16,259,1,23185
6002,1032,22,90,0,20005
6003,145,5,266,0,20176
6004,135.9,5,198,1,22182
6005,2264,9,714,1,20016
6006,74.5,3,184,0,21074
6007,2220.75,50,47,1,22102
6008,22,1,254,0,8085
6009,73,2,263,0,19128
6010,74.95,2,946,0,20187
6011,246,4,278,0,8057
6012,248,5,265,1,20147
6013,0,1,964,0,22304
6014,324.5,8,15,0,21029
6015,29.5,1,637,0,22611
6016,153,2,620,0,8753
6017,109.9,5,142,0,8005
6018,24.95,1,571,0,8534
6019,29,1,263,0,21113
6020,485.45,9,589,0,22124
6021,271.5,7,38,0,20818
6022,45,1,767,0,21163
6023,334.95,6,42,0,8108
6024,153,2,452,0,18901
6025,231,5,269,0,8051
6026,724.15,11,244,0,21146
6027,301,6,634,0,21771
6028,105,3,365,0,8742
6029,94,2,701,0,21104
6030,69,1,801,0,8081
6031,155,5,571,1,23113
6032,337.5,11,236,0,20853
6033,29,2,843,0,20817
6034,119,4,876,0,19006
6035,1029.8,24,25,0,19114
6036,112.5,5,394,0,22601
6037,946.65,20,88,1,20707
6038,141.5,5,377,1,23185
6039,39.5,1,762,0,7728
6040,34,1,307,0,21113
6041,311.5,11,32,0,19002
6042,464.4,8,10,0,20878
6043,297,5,635,0,23185
6044,680.55,17,57,0,20850
6045,342,9,253,0,20176
6046,44,1,634,0,22039
6047,39,1,175,0,8753
6048,59,1,21,0,8226
6049,107.95,3,621,0,8402
6050,34,1,274,0,8002
6051,39.5,2,371,0,21014
6052,432.75,12,551,0,22039
6053,22,1,780,0,21784
6054,322,8,85,0,8873
6055,985.9,26,40,0,8057
6056,60,1,63,0,19010
6057,69,2,331,0,19446
6058,130,3,651,0,22152
6059,69.95,3,274,0,18966
6060,49.5,1,629,0,8012
6061,500.25,14,232,0,20852
6062,521.7,7,315,1,20877
6063,329,6,238,1,21054
6064,78,2,634,0,8055
6065,102,3,322,0,8759
6066,830.95,6,233,0,19038
6067,1036,12,10,0,19046
6068,445.5,11,273,0,21401
6069,360.85,7,278,0,8016
6070,311.9,9,105,0,20815
6071,238.9,9,44,1,8048
6072,275.95,7,326,0,21403
6073,178,3,343,0,22039
6074,776.85,16,49,0,8755
6075,162.15,7,411,0,20176
6076,1565.9,38,128,0,19147
6077,676.39,23,17,1,21044
6078,78.95,2,540,0,8620
6079,133,5,733,0,20854
6080,745.5,13,47,0,20175
6081,0,1,104,0,22911
6082,9.95,1,815,0,22192
6083,203.95,4,262,0,21234
6084,29.5,1,262,1,19119
6085,134,2,932,0,8094
6086,75,2,462,0,21042
6087,59,2,219,0,20866
6088,0,1,67,0,8054
6089,81,6,63,0,22003
6090,73.5,2,699,0,19002
6091,795.95,20,85,0,22003
6092,53.5,2,171,0,20165
6093,225.65,10,50,0,21117
6094,79.5,2,286,0,22407
6095,69.9,2,718,0,20115
6096,685.95,6,130,0,19067
6097,29,1,658,0,21784
6098,531,5,32,1,21797
6099,196.8,7,118,0,21204
6100,790.95,19,24,0,21030
6101,68,4,683,0,22601
6102,524.6,17,51,0,22033
6103,49,1,661,0,7726
6104,464.5,11,366,0,22043
6105,83,4,221,0,8004
6106,19.5,1,699,0,20852
6107,136.8,4,48,1,22192
6108,128.95,2,125,0,21048
6109,258.09,11,447,1,22182
6110,39.95,1,606,0,19038
6111,597.9,16,48,0,23229
6112,86,2,636,0,19128
6113,73,2,258,0,22304
6114,938.8,24,200,1,20015
6115,85,1,715,0,21136
6116,362.85,11,263,1,22030
6117,188.45,4,642,1,22554
6118,68,2,210,0,22101
6119,1388.65,33,55,0,19047
6120,209,2,167,0,21074
6121,322,4,7,0,22206
6122,129,1,298,1,21286
6123,129,2,276,0,20854
6124,44,1,280,0,20176
6125,1762.3,33,76,1,19053
6126,14,1,602,1,21229
6127,201.9,4,176,0,19004
6128,638.5,11,147,0,8550
6129,74.5,3,285,0,21074
6130,49,1,852,0,21209
6131,58,2,173,0,8753
6132,264.05,7,69,0,22102
6133,268,6,6,0,8690
